object_type	schema_name	object_name	source_text
P	public	proc_07	Schema: public\nName: proc_07\nResult data type: \nArgument data types: \nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: plpgsql\nSource code:\n \n            BEGIN \n                RAISE NOTICE 'Procedure proc_07 executed successfully.'; \n            END; \n            
P	public	proc_08	Schema: public\nName: proc_08\nResult data type: \nArgument data types: \nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: plpgsql\nSource code:\n \n            BEGIN \n                RAISE NOTICE 'Procedure proc_08 executed successfully.'; \n            END; \n            
P	public	proc_09	Schema: public\nName: proc_09\nResult data type: \nArgument data types: \nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: plpgsql\nSource code:\n \n            BEGIN \n                RAISE NOTICE 'Procedure proc_09 executed successfully.'; \n            END; \n            
P	public	proc_10	Schema: public\nName: proc_10\nResult data type: \nArgument data types: \nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: plpgsql\nSource code:\n \n            BEGIN \n                RAISE NOTICE 'Procedure proc_10 executed successfully.'; \n            END; \n            
F	public	sal_lt_2000	Schema: public\nName: sal_lt_2000\nResult data type: character varying\nArgument data types: p_schema character varying, p_object character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: definer\nLanguage: edbspl\nSource code:\nBEGIN\n    RETURN 'sal < 2000';\nEND
F	public	test_blob_func	Schema: public\nName: test_blob_func\nResult data type: void\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: plpgsql\nSource code:\nDECLARE\n    v_my_data blob;\nBEGIN\n    NULL;\nEND;\n
F	public	verify_session_user	Schema: public\nName: verify_session_user\nResult data type: character varying\nArgument data types: p_schema character varying, p_object character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: definer\nLanguage: edbspl\nSource code:\nBEGIN\n    RETURN 'authid = SYS_CONTEXT(''USERENV'', ''SESSION_USER'')';\nEND
P	sc_crypto	proc_generate_crypto_data	Schema: sc_crypto\nName: proc_generate_crypto_data\nResult data type: \nArgument data types: \nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: definer\nLanguage: edbspl\nSource code:\nDECLARE\n    v_plain_text    VARCHAR2(200);\n    v_plain_raw     RAW(2000);\n    v_enc_raw       RAW(2000);\n    v_hash_raw      RAW(64);\n    v_key_raw       RAW(32);\nBEGIN\n    FOR i IN 1..10 LOOP\n        v_key_raw := DBMS_CRYPTO.RANDOMBYTES(8);\n        \n        v_hash_raw := DBMS_CRYPTO.HASH(\n            UTL_RAW.CAST_TO_RAW('my_secret_pwd_' || i),\n            2\n        );\n        \n        v_plain_text := '이것은 user_' || i || '의 1급 비밀 메시지입니다.';\n        v_plain_raw  := UTL_RAW.CAST_TO_RAW(v_plain_text);\n        \n        v_enc_raw := DBMS_CRYPTO.ENCRYPT(\n            v_plain_raw,\n            4353,\n            v_key_raw\n        );\n        \n        INSERT INTO sc_crypto.user_secure_data (\n            username, pwd_hash, encryption_key, secure_message\n        ) VALUES (\n            'user_' || i, v_hash_raw, v_key_raw, v_enc_raw\n        );\n    END LOOP;\n    COMMIT;\nEND
F	pkg_01	get_value	Schema: pkg_01\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 1 * 100; \n                END
F	pkg_02	get_value	Schema: pkg_02\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 2 * 100; \n                END
F	pkg_03	get_value	Schema: pkg_03\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 3 * 100; \n                END
F	pkg_04	get_value	Schema: pkg_04\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 4 * 100; \n                END
F	pkg_05	get_value	Schema: pkg_05\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 5 * 100; \n                END
F	pkg_06	get_value	Schema: pkg_06\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 6 * 100; \n                END
F	pkg_07	get_value	Schema: pkg_07\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 7 * 100; \n                END
F	pkg_08	get_value	Schema: pkg_08\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 8 * 100; \n                END
F	pkg_09	get_value	Schema: pkg_09\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 9 * 100; \n                END
F	pkg_10	get_value	Schema: pkg_10\nName: get_value\nResult data type: integer\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: edbspl\nSource code:\n \n                BEGIN \n                    RETURN 10 * 100; \n                END
V	public	pg_stat_statements_info	Schema: public\nName: pg_stat_statements_info\nType: view\nSource code:\n SELECT dealloc,\n    stats_reset\n   FROM pg_stat_statements_info() pg_stat_statements_info(dealloc, stats_reset);
V	public	pg_stat_statements	Schema: public\nName: pg_stat_statements\nType: view\nSource code:\n SELECT userid,\n    dbid,\n    toplevel,\n    queryid,\n    query,\n    plans,\n    total_plan_time,\n    min_plan_time,\n    max_plan_time,\n    mean_plan_time,\n    stddev_plan_time,\n    calls,\n    total_exec_time,\n    min_exec_time,\n    max_exec_time,\n    mean_exec_time,\n    stddev_exec_time,\n    rows,\n    shared_blks_hit,\n    shared_blks_read,\n    shared_blks_dirtied,\n    shared_blks_written,\n    local_blks_hit,\n    local_blks_read,\n    local_blks_dirtied,\n    local_blks_written,\n    temp_blks_read,\n    temp_blks_written,\n    shared_blk_read_time,\n    shared_blk_write_time,\n    local_blk_read_time,\n    local_blk_write_time,\n    temp_blk_read_time,\n    temp_blk_write_time,\n    wal_records,\n    wal_fpi,\n    wal_bytes,\n    jit_functions,\n    jit_generation_time,\n    jit_inlining_count,\n    jit_inlining_time,\n    jit_optimization_count,\n    jit_optimization_time,\n    jit_emission_count,\n    jit_emission_time,\n    jit_deform_count,\n    jit_deform_time,\n    stats_since,\n    minmax_stats_since\n   FROM pg_stat_statements(true) pg_stat_statements(userid, dbid, toplevel, queryid, query, plans, total_plan_time, min_plan_time, max_plan_time, mean_plan_time, stddev_plan_time, calls, total_exec_time, min_exec_time, max_exec_time, mean_exec_time, stddev_exec_time, rows, shared_blks_hit, shared_blks_read, shared_blks_dirtied, shared_blks_written, local_blks_hit, local_blks_read, local_blks_dirtied, local_blks_written, temp_blks_read, temp_blks_written, shared_blk_read_time, shared_blk_write_time, local_blk_read_time, local_blk_write_time, temp_blk_read_time, temp_blk_write_time, wal_records, wal_fpi, wal_bytes, jit_functions, jit_generation_time, jit_inlining_count, jit_inlining_time, jit_optimization_count, jit_optimization_time, jit_emission_count, jit_emission_time, jit_deform_count, jit_deform_time, stats_since, minmax_stats_since);
V	public	view_03	Schema: public\nName: view_03\nType: view\nSource code:\n SELECT 3 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	v_summary	Schema: public\nName: v_summary\nType: view\nSource code:\n SELECT name,\n    created_at\n   FROM t_basic_info;
V	public	v_epas_contract_info	Schema: public\nName: v_epas_contract_info\nType: view\nSource code:\n SELECT contract_id,\n    emp_name,\n    base_salary,\n    commission AS original_commission,\n    nvl(commission, 0) AS actual_commission,\n    (base_salary + nvl(commission, 0)) AS total_salary,\n    contract_date,\n    add_months(contract_date, (12)::numeric) AS contract_expiration_date,\n    systimestamp AS current_check_time\n   FROM epas_emp_contracts;
V	public	view_02	Schema: public\nName: view_02\nType: view\nSource code:\n SELECT 2 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_01	Schema: public\nName: view_01\nType: view\nSource code:\n SELECT 1 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_04	Schema: public\nName: view_04\nType: view\nSource code:\n SELECT 4 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_05	Schema: public\nName: view_05\nType: view\nSource code:\n SELECT 5 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_06	Schema: public\nName: view_06\nType: view\nSource code:\n SELECT 6 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_07	Schema: public\nName: view_07\nType: view\nSource code:\n SELECT 7 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_08	Schema: public\nName: view_08\nType: view\nSource code:\n SELECT 8 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_09	Schema: public\nName: view_09\nType: view\nSource code:\n SELECT 9 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	view_10	Schema: public\nName: view_10\nType: view\nSource code:\n SELECT 10 AS id,\n    CURRENT_TIMESTAMP AS created_at;
V	public	vw_clob_test	Schema: public\nName: vw_clob_test\nType: view\nSource code:\n SELECT id\n   FROM clob_test;
