object_type	schema_name	object_name	source_text
F	public	get_sysdate	Schema: public\nName: get_sysdate\nResult data type: timestamp without time zone\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: definer\nLanguage: edbspl\nSource code:\nBEGIN\n    RETURN SYSDATE;\nEND
F	public	sal_lt_2000	Schema: public\nName: sal_lt_2000\nResult data type: character varying\nArgument data types: p_schema character varying, p_object character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: definer\nLanguage: edbspl\nSource code:\nBEGIN\n    RETURN 'sal < 2000';\nEND
F	public	test_blob_func	Schema: public\nName: test_blob_func\nResult data type: void\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: invoker\nLanguage: plpgsql\nSource code:\nDECLARE\n    v_my_data blob;\nBEGIN\n    NULL;\nEND;\n
F	demo	fn_total_amount	Schema: demo\nName: fn_total_amount\nResult data type: numeric\nArgument data types: p_email character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: edbspl\nSource code:\nDECLARE\n  v_total NUMBER;\nBEGIN\n  SELECT NVL(SUM(o.quantity * o.unit_price), 0)\n    INTO v_total\n    FROM demo.orders o\n    JOIN demo.customers c ON c.customer_id = o.customer_id\n   WHERE c.email = p_email;\n  RETURN v_total;\nEND;\n
F	demo	fn_customer_policy	Schema: demo\nName: fn_customer_policy\nResult data type: character varying\nArgument data types: p_schema_name character varying, p_object_name character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: edbspl\nSource code:\nBEGIN\n  RETURN 'email = SYS_CONTEXT(''USERENV'', ''SESSION_USER'')';\nEND;\n
P	demo_cron	pr_generate_random_sample	Schema: demo_cron\nName: pr_generate_random_sample\nResult data type: \nArgument data types: IN p_target_kb numeric DEFAULT 1024, IN p_batch_tag character varying DEFAULT NULL::character varying\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: definer\nLanguage: edbspl\nSource code:\nDECLARE\n  v_rows NUMBER;\n  v_batch_id BIGINT;\n  v_tag VARCHAR2(100);\nBEGIN\n  v_rows := GREATEST(CEIL(p_target_kb / 8), 1); -- row당 약 8KB 기준\n  v_tag := NVL(p_batch_tag, 'cron_' || TO_CHAR(SYSDATE, 'YYYYMMDDHH24MISS'));\n  INSERT INTO demo_cron.batch_history(batch_tag, requested_kb, generated_rows, created_at)\n  VALUES (v_tag, p_target_kb, v_rows, SYSDATE)\n  RETURNING batch_id INTO v_batch_id;\n  INSERT INTO demo_cron.txn_events(batch_id, event_type, amount, status, event_time, event_note)\n  SELECT v_batch_id,\n         CASE MOD(gs, 3)\n           WHEN 0 THEN 'PAYMENT'\n           WHEN 1 THEN 'REFUND'\n           ELSE 'ADJUST'\n         END,\n         ROUND((RANDOM() * 10000)::NUMERIC, 2),\n         CASE MOD(gs, 4)\n           WHEN 0 THEN 'OK'\n           WHEN 1 THEN 'PENDING'\n           WHEN 2 THEN 'FAILED'\n           ELSE 'RETRY'\n         END,\n         SYSDATE,\n         demo_cron.fn_random_clob(1)\n    FROM generate_series(1, v_rows) gs;\n  INSERT INTO demo_cron.sensor_metrics(batch_id, device_code, temperature, humidity, metric_time)\n  SELECT v_batch_id,\n         'DEV-' || LPAD(gs::TEXT, 6, '0'),\n         ROUND((RANDOM() * 50)::NUMERIC, 2),\n         ROUND((RANDOM() * 100)::NUMERIC, 2),\n         SYSDATE\n    FROM generate_series(1, v_rows) gs;\n  INSERT INTO demo_cron.payload_store(batch_id, payload_key, payload_text, payload_bin, created_at)\n  SELECT v_batch_id,\n         v_tag || '_payload_' || gs::TEXT,\n         demo_cron.fn_random_clob(6),\n         CONVERT_TO(demo_cron.fn_random_clob(2)::TEXT, 'UTF8'),\n         SYSDATE\n    FROM generate_series(1, v_rows) gs\n  ON CONFLICT (payload_key) DO NOTHING;\nEND;\n
F	public	verify_session_user	Schema: public\nName: verify_session_user\nResult data type: character varying\nArgument data types: p_schema character varying, p_object character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: definer\nLanguage: edbspl\nSource code:\nBEGIN\n    RETURN 'authid = SYS_CONTEXT(''USERENV'', ''SESSION_USER'')';\nEND
P	pkg_sample_job	run_job	Schema: pkg_sample_job\nName: run_job\nResult data type: \nArgument data types: IN p_target_kb numeric, IN p_batch_tag character varying\nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: edbspl\nSource code:\n  BEGIN\n    demo_cron.pr_generate_random_sample(p_target_kb, p_batch_tag);\n  END run_job
F	pkg_sample_job	last_rows	Schema: pkg_sample_job\nName: last_rows\nResult data type: numeric\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: edbspl\nSource code:\n  BEGIN\n    RETURN demo_cron.fn_last_batch_size();\n  END last_rows
F	pkg_text_api	fn_make_clob	Schema: pkg_text_api\nName: fn_make_clob\nResult data type: clob\nArgument data types: p_seed character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: edbspl\nSource code:\n    v_txt CLOB;\n  BEGIN\n    v_txt := TO_CLOB(p_seed || ':' || SYS_CONTEXT('USERENV', 'SESSION_USER'));\n    RETURN NVL(v_txt, TO_CLOB('N/A'));\n  END fn_make_clob
P	demo	pr_pkg_trace	Schema: demo\nName: pr_pkg_trace\nResult data type: \nArgument data types: \nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: definer\nLanguage: edbspl\nSource code:\nDECLARE\n  v_raw RAW(2000);\n  v_txt VARCHAR2(2000);\nBEGIN\n  v_raw := UTL_RAW.CAST_TO_RAW('EPAS_TRACE_SAMPLE');\n  v_txt := UTL_RAW.CAST_TO_VARCHAR2(v_raw);\n  DBMS_OUTPUT.PUT_LINE(v_txt);\nEND;\n
F	demo	fn_pkg_trace	Schema: demo\nName: fn_pkg_trace\nResult data type: character varying\nArgument data types: p_text character varying\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: edbspl\nSource code:\nDECLARE\n  v_enc RAW(2000);\nBEGIN\n  v_enc := UTL_ENCODE.BASE64_ENCODE(UTL_RAW.CAST_TO_RAW(p_text));\n  RETURN UTL_RAW.CAST_TO_VARCHAR2(v_enc);\nEND;\n
P	sc_crypto	proc_generate_crypto_data	Schema: sc_crypto\nName: proc_generate_crypto_data\nResult data type: \nArgument data types: \nType: proc\nVolatility: volatile\nParallel: unsafe\nOwner: enterprisedb\nSecurity: definer\nLanguage: edbspl\nSource code:\nDECLARE\n    v_plain_text    VARCHAR2(200);\n    v_plain_raw     RAW(2000);\n    v_enc_raw       RAW(2000);\n    v_hash_raw      RAW(64);\n    v_key_raw       RAW(32);\nBEGIN\n    FOR i IN 1..10 LOOP\n        v_key_raw := DBMS_CRYPTO.RANDOMBYTES(8);\n        \n        v_hash_raw := DBMS_CRYPTO.HASH(\n            UTL_RAW.CAST_TO_RAW('my_secret_pwd_' || i),\n            2\n        );\n        \n        v_plain_text := '이것은 user_' || i || '의 1급 비밀 메시지입니다.';\n        v_plain_raw  := UTL_RAW.CAST_TO_RAW(v_plain_text);\n        \n        v_enc_raw := DBMS_CRYPTO.ENCRYPT(\n            v_plain_raw,\n            4353,\n            v_key_raw\n        );\n        \n        INSERT INTO sc_crypto.user_secure_data (\n            username, pwd_hash, encryption_key, secure_message\n        ) VALUES (\n            'user_' || i, v_hash_raw, v_key_raw, v_enc_raw\n        );\n    END LOOP;\n    COMMIT;\nEND
F	demo_cron	fn_last_batch_size	Schema: demo_cron\nName: fn_last_batch_size\nResult data type: numeric\nArgument data types: \nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: edbspl\nSource code:\nDECLARE\n  v_rows NUMBER;\nBEGIN\n  SELECT NVL(generated_rows, 0)\n    INTO v_rows\n    FROM demo_cron.batch_history\n   WHERE batch_id = (SELECT MAX(batch_id) FROM demo_cron.batch_history);\n  RETURN NVL(v_rows, 0);\nEND;\n
F	demo_cron	fn_random_clob	Schema: demo_cron\nName: fn_random_clob\nResult data type: clob\nArgument data types: p_kb integer\nType: func\nVolatility: volatile\nParallel: unsafe\nOwner: dsadmin\nSecurity: invoker\nLanguage: sql\nSource code:\n  SELECT CAST(SUBSTRING(STRING_AGG(MD5(RANDOM()::TEXT || gs::TEXT), '') FROM 1 FOR p_kb * 1024) AS CLOB)\n  FROM generate_series(1, GREATEST(p_kb * 32, 1)) gs;\n
V	public	pg_stat_statements_info	Schema: public\nName: pg_stat_statements_info\nType: view\nSource code:\n SELECT pg_stat_statements_info.dealloc,\n    pg_stat_statements_info.stats_reset\n   FROM pg_stat_statements_info() pg_stat_statements_info(dealloc, stats_reset);
V	public	pg_stat_statements	Schema: public\nName: pg_stat_statements\nType: view\nSource code:\n SELECT pg_stat_statements.userid,\n    pg_stat_statements.dbid,\n    pg_stat_statements.toplevel,\n    pg_stat_statements.queryid,\n    pg_stat_statements.query,\n    pg_stat_statements.plans,\n    pg_stat_statements.total_plan_time,\n    pg_stat_statements.min_plan_time,\n    pg_stat_statements.max_plan_time,\n    pg_stat_statements.mean_plan_time,\n    pg_stat_statements.stddev_plan_time,\n    pg_stat_statements.calls,\n    pg_stat_statements.total_exec_time,\n    pg_stat_statements.min_exec_time,\n    pg_stat_statements.max_exec_time,\n    pg_stat_statements.mean_exec_time,\n    pg_stat_statements.stddev_exec_time,\n    pg_stat_statements.rows,\n    pg_stat_statements.shared_blks_hit,\n    pg_stat_statements.shared_blks_read,\n    pg_stat_statements.shared_blks_dirtied,\n    pg_stat_statements.shared_blks_written,\n    pg_stat_statements.local_blks_hit,\n    pg_stat_statements.local_blks_read,\n    pg_stat_statements.local_blks_dirtied,\n    pg_stat_statements.local_blks_written,\n    pg_stat_statements.temp_blks_read,\n    pg_stat_statements.temp_blks_written,\n    pg_stat_statements.blk_read_time,\n    pg_stat_statements.blk_write_time,\n    pg_stat_statements.wal_records,\n    pg_stat_statements.wal_fpi,\n    pg_stat_statements.wal_bytes\n   FROM pg_stat_statements(true) pg_stat_statements(userid, dbid, toplevel, queryid, query, plans, total_plan_time, min_plan_time, max_plan_time, mean_plan_time, stddev_plan_time, calls, total_exec_time, min_exec_time, max_exec_time, mean_exec_time, stddev_exec_time, rows, shared_blks_hit, shared_blks_read, shared_blks_dirtied, shared_blks_written, local_blks_hit, local_blks_read, local_blks_dirtied, local_blks_written, temp_blks_read, temp_blks_written, blk_read_time, blk_write_time, wal_records, wal_fpi, wal_bytes);
V	public	v_summary	Schema: public\nName: v_summary\nType: view\nSource code:\n SELECT t_basic_info.name,\n    t_basic_info.created_at\n   FROM t_basic_info;
V	public	v_epas_contract_info	Schema: public\nName: v_epas_contract_info\nType: view\nSource code:\n SELECT epas_emp_contracts.contract_id,\n    epas_emp_contracts.emp_name,\n    epas_emp_contracts.base_salary,\n    epas_emp_contracts.commission AS original_commission,\n    nvl(epas_emp_contracts.commission, (0)::numeric) AS actual_commission,\n    (epas_emp_contracts.base_salary + nvl(epas_emp_contracts.commission, (0)::numeric)) AS total_salary,\n    epas_emp_contracts.contract_date,\n    add_months(epas_emp_contracts.contract_date, (12)::numeric) AS contract_expiration_date,\n    systimestamp AS current_check_time\n   FROM epas_emp_contracts;
V	public	vw_clob_test	Schema: public\nName: vw_clob_test\nType: view\nSource code:\n SELECT clob_test.id\n   FROM clob_test;
