schema_name	table_name	source_text
public	pgbench_tellers	Table "public.pgbench_tellers"\n\nColumns:\n  tid | integer | not null | \n  bid | integer |  | \n  tbalance | integer |  | \n  filler | character(84) |  | \n\nIndexes:\n  CREATE UNIQUE INDEX pgbench_tellers_pkey ON pgbench_tellers USING btree (tid)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t1	Table "public.t1"\n\nColumns:\n  id | integer | not null | nextval('t1_id_seq'::regclass)\n  name | character varying(50) |  | \n  pass | character varying(50) |  | \n\nIndexes:\n  CREATE UNIQUE INDEX t1_pkey ON t1 USING btree (id)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t11	Table "public.t11"\n\nColumns:\n  c1 | bfile |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t12	Table "public.t12"\n\nColumns:\n  c1 | bytea |  | \n  c2 | clob |  | \n  c3 | character varying(30) |  | \n  c4 | character varying(30) |  | \n  c5 | bfile |  | \n  c6 | bytea |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t2	Table "public.t2"\n\nColumns:\n  rowid | integer |  | \n  c1 | text |  | \n\nIndexes:\n  CREATE INDEX t2_idx ON t2 USING btree (rowid)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t3	Table "public.t3"\n\nColumns:\n  rowid | integer |  | \n  col1 | text |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t5	Table "public.t5"\n\nColumns:\n  rowid | bigint | not null | nextval('rowid_global_seq'::regclass)\n  col1 | text |  | \n  col2 | text |  | \n\nIndexes:\n  CREATE UNIQUE INDEX edb_rowid_16917_index ON t5 USING btree (rowid)\n  CREATE UNIQUE INDEX t5_idx_99 ON t5 USING btree (col1)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t_basic_info	Table "public.t_basic_info"\n\nColumns:\n  id | integer | not null | nextval('t_basic_info_id_seq'::regclass)\n  name | character varying(100) |  | \n  description | text |  | \n  created_at | timestamp without time zone |  | now()\n\nIndexes:\n  CREATE UNIQUE INDEX t_basic_info_pkey ON t_basic_info USING btree (id)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t_bulk_data	Table "public.t_bulk_data"\n\nColumns:\n  seq_id | integer | not null | nextval('t_bulk_data_seq_id_seq'::regclass)\n  dummy_data | text |  | \n  random_num | integer |  | \n\nIndexes:\n  CREATE UNIQUE INDEX t_bulk_data_pkey ON t_bulk_data USING btree (seq_id)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t_edb_compat	Table "public.t_edb_compat"\n\nColumns:\n  emp_id | numeric(5,0) |  | \n  emp_name | character varying(50) |  | \n  hire_date | timestamp without time zone |  | \n  salary | numeric(10,2) |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	t_legacy_oid	Table "public.t_legacy_oid"\n\nColumns:\n  data_val | character varying(50) |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	tb_datatype_test	Table "public.tb_datatype_test"\n\nColumns:\n  id | integer |  | \n  test_varchar2 | character varying(100) |  | \n  test_nvarchar2 | character varying(100) |  | \n  test_clob | clob |  | \n  test_blob | bytea |  | \n  test_raw | bytea(2000) |  | \n  test_bfile | bfile |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	tb_ddl_migration_test	Table "public.tb_ddl_migration_test"\n\nColumns:\n  emp_id | numeric |  | \n  emp_name | character varying(50) |  | \n  emp_status | character varying(10) |  | \n  created_at | timestamp without time zone |  | sysdate\n\nIndexes:\n  CREATE INDEX idx_created_at_add_months ON tb_ddl_migration_test USING btree (add_months(created_at, 6::numeric))\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	tb_employee_info	Table "public.tb_employee_info"\n\nColumns:\n  emp_id | numeric |  | \n  emp_name | character varying(100) |  | \n  resume_doc | clob |  | \n  profile_pic | bytea |  | \n  external_cert | bfile |  | \n  secret_key | bytea |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	tb_redaction_test	Table "public.tb_redaction_test"\n\nColumns:\n  id | numeric |  | \n  emp_name | character varying(50) |  | \n  phone_number | character varying(20) |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	test	Table "public.test"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	test1	Table "public.test1"\n\nColumns:\n  id | numeric |  | \n  co1 | character varying(10) |  | \n  col2 | character varying(10) |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	test1234	Table "public.test1234"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	test2	Table "public.test2"\n\nColumns:\n  id | numeric |  | \n  co1 | character varying(10) |  | \n  col2 | character varying(10) |  | \n  col3 | bytea |  | \n  col4 | clob |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	test_table	Table "public.test_table"\n\nColumns:\n  col_one | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	ttt	Table "public.ttt"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	tv	Table "public.tv"\n\nColumns:\n  c1 | character varying(10) |  | \n  c2 | character varying(10) |  | \n  c3 | bfile |  | \n  c4 | bytea |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
public	vpemp	Table "public.vpemp"\n\nColumns:\n  empno | numeric(4,0) |  | \n  ename | character varying(10) |  | \n  job | character varying(9) |  | \n  sal | numeric(7,2) |  | \n  comm | numeric(7,2) |  | \n  deptno | numeric(2,0) |  | \n  authid | character varying(12) |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
sc_crypto	user_secure_data	Table "sc_crypto.user_secure_data"\n\nColumns:\n  user_id | integer | not null | \n  username | character varying(50) |  | \n  pwd_hash | bytea(64) |  | \n  encryption_key | bytea(32) |  | \n  secure_message | bytea(2000) |  | \n  created_at | timestamp without time zone |  | sysdate\n\nIndexes:\n  CREATE UNIQUE INDEX user_secure_data_pkey ON sc_crypto.user_secure_data USING btree (user_id)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
sc_redact	tb_redaction_test	Table "sc_redact.tb_redaction_test"\n\nColumns:\n  id | integer | not null | \n  emp_name | character varying(50) |  | \n  phone_number | character varying(20) |  | \n  ssn | character varying(15) |  | \n  salary | numeric(15,0) |  | \n\nIndexes:\n  CREATE UNIQUE INDEX tb_redaction_test_pkey ON sc_redact.tb_redaction_test USING btree (id)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t1	Table "test1.t1"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t10	Table "test1.t10"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t2	Table "test1.t2"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t3	Table "test1.t3"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t4	Table "test1.t4"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t5	Table "test1.t5"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t6	Table "test1.t6"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t7	Table "test1.t7"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t8	Table "test1.t8"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
test1	t9	Table "test1.t9"\n\nColumns:\n  id | integer |  | \n\nIndexes:\n  (none)\n\nForeign-key constraints:\n  (none)\n\nPolicies:\n  (none)
